fname,summary
test_410,Mary는 어젯밤 Ann과 갈등을 겪었습니다. Mary는 #Person1# 에게 Ann이 해변에 가기로 한 계획을 취소해야 한다고 알립니다.
test_411,#Person2# 는 #Person1# 에게 담배와 기념품을 구매할 수 있다고 안내합니다.
test_412,"Catherine은 #Person1# 에게 'Fast Food Nation'이 미국식 음식의 어두운 면을 보여주며, 미국의 패스트푸드 문화에 대해 설명합니다."
test_413,"#Person1# 은 #Person2# 에게 버스가 워싱턴 스퀘어 공원으로 가는 것을 알려주고, #Person2# 는 버스가 워싱턴 스퀘어 공원에 도착하면 알려주겠다고 합니다."
test_414,#Person1# 은 #Person2# 에게 9-11 테러 공격에 대해 묻습니다. #Person2# 는 #Person1# 에게 납치된 비행기가 쌍둥이 빌딩에 충돌하는 장면을 목격했다고 말합니다.
test_415,"Karl과 Chuck Jones는 옆집으로 이사 왔습니다. Karl은 시카고 출신이고, Chuck은 미네소타 출신입니다."
test_416,"#Person1# 은 #Person2# 에게 삶은 달걀과 토스트, 오렌지 주스를 주문합니다."
test_417,Steven은 #Person1# 에게 오늘 밤 지하실 문을 닫으라고 요청합니다.
test_418,#Person1# 은 Jane에게 다음 주 월요일 오후 3시쯤 만나기로 약속했습니다.
test_419,"#Person2# 는 여자친구에게 줄 멋진 선물을 찾고 있습니다. #Person1# 은 #Person2# 에게 보라색 보석을 추천하고, #Person2# 는 그 보석을 마음에 들어 합니다. #Person1# 은 #Person2# 에게 약혼반지를 추천합니다."
test_420,"#Person1# 은 Ford Pinto를 구매하고 싶어 하며, #Person2# 는 Ford Focus를 추천합니다. Ford Focus는 가볍고 강력한 엔진을 갖추고 있으며, #Person1# 은 Ford Focus를 추천합니다."
test_421,"Ballam 씨는 애플 주식회사에서 컴퓨터 엔지니어 직책 제안을 받고 월 4,000 위안을 요구합니다."
test_422,#Person2# 는 #Person1# 에게 네트워크 결제 서비스에 가입하면 모든 문제가 해결될 것이라고 설명합니다.
test_423,#Person1# 은 배가 고파서 #Person2# 에게 땅콩버터와 잼 샌드위치를 만들어 먹으라고 제안합니다.
test_424,#Person2# 는 #Person1# 에게 백혈구 수치를 확인하기 위해 혈액을 채취하라고 요청합니다.
test_425,Steven은 Steven에게 전화를 걸어 전기가 나갔다고 알립니다. Steven은 #Person1# 에게 나간 퓨즈를 풀고 좋은 퓨즈로 교체하라고 조언합니다.
test_426,Paula는 세 들어 사는 집의 집주인인 Ms. Connors에 관한 문제를 해결하기 위해 #Person1# 에게 도움을 요청합니다.
test_427,"#Person1# 은 에어컨이 작동하지 않는다고 불평하고, #Person2# 는 Dan이 그 일을 맡고 있다고 설명합니다."
test_428,"#Person1# 은 #Person2# 에게 해고당했다고 말하고, #Person2# 는 대출금을 내고 싶다고 합니다."
test_429,#Person1# 은 #Person2# 에게 사장님과의 관계에 대해 묻습니다.
test_430,#Person1# 은 Tang 씨에게 관광 가이드 자격증 사본과 외국어 능력을 묻습니다.
test_431,#Person2# 는 #Person1# 의 도움으로 금 시계를 구매합니다.
test_432,Tom은 Sara에게 자신의 딸 Maria가 열이 나서 저녁을 먹지 못한다고 알립니다. Sara는 Tom을 집으로 데려가기로 합니다.
test_433,Amy는 대학 졸업 후 총지배인 비서로 일하다가 인사부장으로 승진했습니다.
test_434,"Andrew는 #Person1# 에게 자신의 외모에 대해 이야기합니다. #Person1# 은 Andrew가 뚱뚱하다고 생각하지만, Andrew는 자신의 체중을 감량하고 싶다고 말합니다."
test_435,"브라운 컬리지의 그렉 손더스 씨는 메리에게 대학 스포츠에 관심이 있는지 묻고, 메리는 대학 스포츠에 관심이 있다고 답변합니다."
test_436,#Person1# 은 #Person2# 에게 기차역까지 약 20분 정도 소요된다고 말합니다.
test_437,Brian은 #Person1# 에게 미국에서 3주 동안 영어를 배웠다고 말합니다.
test_438,"#Person2# 는 새로운 건강 보험에 가입하기 위해 건강검진을 받으러 왔습니다. #Person1# 은 #Person2# 에게 호흡에 문제가 있다고 말하고, #Person2# 는 검사 항목에 대해 설명합니다."
test_439,#Person1# 은 #Person2# 에게 복권에 당첨되면 아내와 아이들을 위해 정원이 있는 큰 집을 사겠다고 말합니다. #Person2# 는 #Person1# 에게 밍크 코트를 사달라고 요청합니다.
test_440,#Person1# 은 #Person2# 에게 결혼할 준비가 안 됐다고 말합니다. #Person2# 는 #Person1# 에게 Amy를 결혼식장에 남겨두지 말라고 조언합니다.
test_441,#Person1# 은 #Person2# 에게 예전 명함과 동일한 서류를 작성해 달라고 요청합니다.
test_442,브라이언은 #Person1# 에게 공항에서 전무님을 만나러 오라고 초대합니다.
test_443,"#Person1# 은 Paul을 추수감사절 저녁에 초대했지만, Paul은 부모님이 핀란드에 계신다고 한다. Paul은 #Person1# 에게 저녁 식사에 초대하고, #Person1# 은 이를 수락한다."
test_444,존은 이번 주말에 수잔에게 대학 인터뷰가 있어서 수잔의 도움을 요청합니다. 수잔은 토요일 오전 11시에 수잔을 집으로 데려다주기로 했습니다.
test_445,"Ben은 #Person1# 에게 사진 강좌가 너무 비싸다고 말합니다. #Person1# 은 #Person2# 에게 $280을 제안하지만, Ben은 거절합니다. #Person1# 은 저녁 파티를 제안합니다."
test_446,#Person1# 과 #Person2# 는 저녁 식사를 위해 피자 익스피리언스로 가기로 결정합니다.
test_447,"#Person1# 은 Gene에게 운전면허 시험에 대해 묻고, Gene은 #Person1# 에게 운전면허 시험에 대해 설명합니다."
test_448,#Person1# 은 #Person2# 의 도움으로 펜을 구매합니다.
test_449,#Person2# 는 #Person1# 에게 #Person1# 의 회사가 미국 암 학회를 위한 마라톤 후원 행사를 후원했다고 설명합니다. #Person1# 은 그 행사가 좋은 일이라고 생각합니다.
test_450,#Person1# 은 #Person2# 에게 피크 트램까지 가는 길을 안내합니다.
test_451,#Person1# 은 #Person2# 에게 백단향 부채를 추천합니다.
test_452,#Person2# 는 #Person1# 에게 외부 요인과 내부 요인의 차이를 설명합니다.
test_453,#Person1# 은 #Person2# 에게 오늘 오후 2시에 준비 회의를 시작하자고 제안합니다.
test_454,#Person2# 는 #Person1# 에게 짧은 여행을 추천합니다.
test_455,"#Person2# 는 비프버거, 프렌치프라이, 밀크셰이크를 주문합니다."
test_456,"#Person1# 과 #Person2# 는 등불 축제에 대해 이야기합니다. #Person1# 은 등불에 적힌 수수께끼를 푸는 것이 전통이라고 설명합니다. #Person2# 는 #Person1# 에게 큰 용 등불을 보여주고, #Person1# 은 그 등불에 관심을 보입니다."
test_457,"Tina는 면접 첫 두 라운드를 성공적으로 통과했고, 다음 주 월요일에 최종 라운드로 갈 예정이다. #Person1# 은 Tina에게 저녁에 축하하러 가자고 제안한다."
test_458,팀과 카렌은 다시 돌아다니다가 만나기로 했다.
test_459,"#Person1# 은 #Person2# 에게 부서 회의가 10시에 있다고 알려주고, #Person2# 는 사무실에서 일하는 것을 좋아한다고 말합니다."
test_460,#Person1# 은 목욕을 위해 #Person2# 에게 설명서를 요청합니다.
test_461,#Person2# 는 #Person1# 에게 기차에서 시간 때우기 좋은 책 추천을 요청합니다.
test_462,"#Person1# 은 #Person2# 에게 친구에게 읽는 법을 가르치는 것을 제안하고, #Person2# 는 이에 동의합니다."
test_463,#Person1# 은 #Person2# 의 티켓을 예약하고 800달러를 카드로 결제합니다.
test_464,#Person2# 는 #Person1# 에게 오늘 저녁에 냉동 피자를 구워 먹자고 제안합니다. #Person1# 은 #Person2# 에게 건강한 요리 방법을 알려줍니다.
test_465,#Person1# 은 #Person2# 에게 부스에 있는 두 전화기 사용법을 설명합니다.
test_467,"톰은 중고 컴퓨터를 사고 싶어 하고, #Person1# 은 중고 물건에 대해 묻습니다."
test_468,Morgan은 #Person1# 에게 중국에서는 남은 음식을 집에 가져가는 것이 흔한 일이라고 말합니다. Morgan은 #Person1# 에게 남은 음식을 집에 가져가는 것이 더 낫다고 조언합니다.
test_469,해리는 #Person1# 에게 중국의 길거리 시장에서 쇼핑하지 않을 것이라고 말합니다. #Person1# 은 #Person2# 에게 흥정을 권하지만 #Person2# 는 흥정이 필수적이라고 설명합니다.
test_470,#Person1# 은 #Person2# 에게 영어 말하기와 쓰기에 능숙하다고 말합니다.
test_471,"#Person2# 는 #Person1# 에게 당좌예금과 저축예금을 동시에 개설하고 싶다고 말합니다. #Person1# 은 #Person2# 에게 계좌에 대해 문의하고, #Person2# 는 계좌에 대해 1% 이자를 요구합니다."
test_472,"#Person1# 은 #Person2# 에게 특별 할인 쿠폰을 요청하고, #Person2# 는 쿠폰을 사용하면 10펜스 할인을 받을 수 있다고 안내합니다."
test_473,Mrs. Robinson은 Steve에게 Johnny를 돌봐줘서 고맙다고 말합니다.
test_474,#Person2# 는 #Person1# 의 도움으로 상하이로 가는 기차표를 구매합니다.
test_475,Ann은 #Person1# 에게 '웰빙 인 더 에어' 프로그램을 추천합니다. Ann은 #Person1# 에게 '웰빙 인 더 에어' 프로그램을 추천합니다.
test_476,"Tom은 Mary에게 오늘 밤 John의 파티에 가자고 제안하지만, Mary는 일자리를 찾지 못해 다른 일을 찾기로 했다."
test_477,해리는 길을 건너다 차에 치일 뻔한 끔찍한 경험을 #Person1# 에게 이야기한다.
test_478,Steven Kayne 씨는 새로 자전거 가게를 인수한 Steven Kayne 씨를 인터뷰합니다. Steven Kayne 씨는 자신이 경주용 자전거를 좋아하고 자전거 고치는 것을 좋아했다고 말합니다. 그는 은행에서 사업 대출을 받게 되어 사장이 되고 싶다고 합니다.
test_479,#Person1# 과 #Person2# 는 중년의 가장자리에 있는 사람들에 대해 이야기하고 있습니다.
test_480,"#Person2# 는 #Person1# 에게 애플 크리스프, 초콜릿 무스 케이크, 애플 크리스프, 커피 네 잔을 주문합니다."
test_481,"#Person1# 은 #Person2# 에게 아래층 침대를 요청하고, #Person2# 는 동전을 던지기로 결정합니다. #Person1# 은 #Person2# 에게 창가 책상을 가져가라고 제안합니다."
test_482,Mr. Murray는 #Person1# 에게 도서관 카드를 발급받습니다.
test_483,"#Person2# 는 보통 9시부터 5시까지 일하며, 초과 근무 수당 없이 보너스를 받습니다. #Person1# 은 #Person2# 에게 근무 시간에 대해 묻습니다."
test_484,#Person1# 은 #Person2# 에게 기계에 비누를 넣는 방법을 묻습니다. #Person2# 는 #Person1# 에게 기계에 비누를 넣으라고 조언합니다. #Person1# 은 열아홉 살 때부터 기계를 사용했다고 말합니다.
test_485,#Person1# 은 #Person2# 에게 오늘 밤 전화해달라고 부탁합니다.
test_486,Katie는 #Person1# 에게 자신의 평가서를 보여줍니다. #Person1# 은 Katie에게 항상 일할 준비가 되어 있다고 말합니다.
test_487,#Person1# 과 #Person2# 는 다음 주 토요일에 할아버지 생일 파티를 계획하고 있습니다.
test_488,Gia Donatelli는 Gian Luca Donatelli에게 자신의 소개를 부탁합니다.
test_489,Kathy는 #Person1# 에게 노스캐롤라이나 산은 조용하지만 17년 주기의 새울음이라고 설명합니다.
test_490,#Person2# 는 #Person1# 의 도움으로 칠면조 샌드위치를 주문합니다.
test_491,"James는 #Person1# 에게 David에게 빌려준 재킷을 입고 시골에 가서 사진을 찍고 싶다고 말합니다. #Person1# 은 카메라로 사진을 찍고 싶어 하고, James는 쿠키를 가져가기로 합니다."
test_492,"#Person1# 은 테드에게 올해 어디로 휴가를 갈지 묻고, 테드는 아내와 함께 중국 여행을 계획 중이라고 답합니다."
test_493,"#Person1# 은 #Person2# 에게 오늘 오후에 영화관에 가자고 초대하고, #Person2# 는 이에 동의합니다."
test_494,#Person1# 은 #Person2# 에게 어젯밤 집에 도둑이 들었다고 말합니다.
test_495,"Jack은 Charlie에게 비디오 게임을 제안하고, Charlie는 숙제를 먼저 끝내면 된다고 설명한다."
test_496,#Person2# 는 #Person1# 에게 시골 음악에 관심을 가지게 된 계기와 시골 노래 책의 출판을 설명합니다.
test_497,"#Person1# 은 Alice에게 세탁기 사용 방법을 묻고, Alice는 비누를 따로 넣을 필요가 없다고 설명합니다. Alice는 세탁기를 사용하면 비누를 제거할 수 없다고 말합니다."
test_498,Matthew와 Steve는 1년 만에 다시 만나 서로의 이웃에 대해 이야기한다.
test_499,Betsy는 Frank에게 파티에 초대한다. Frank는 파티에 초대한다.
